timestamp,location_name,temperature_current,humidity,rainfall,disease_risk
2026-05-25T12:00:00,Nuwara Eliya,13.96,83.67,2.11,9.97
2026-05-25T13:00:00,Nuwara Eliya,13.23,82.65,3.34,14.59
2026-05-25T14:00:00,Nuwara Eliya,17.0,81.38,3.3,13.11
2026-05-25T15:00:00,Nuwara Eliya,18.19,86.06,5.12,16.63
2026-05-25T16:00:00,Nuwara Eliya,16.96,85.79,3.43,11.74
2026-05-25T17:00:00,Nuwara Eliya,18.8,80.58,1.86,8.95
2026-05-25T18:00:00,Nuwara Eliya,18.1,80.59,1.7,11.28
2026-05-25T19:00:00,Nuwara Eliya,16.04,78.67,0.0,22.32
2026-05-25T20:00:00,Nuwara Eliya,17.63,85.31,2.43,12.76
2026-05-25T21:00:00,Nuwara Eliya,16.56,79.74,0.0,19.91
2026-05-25T22:00:00,Nuwara Eliya,16.64,76.92,0.0,10.74
2026-05-25T23:00:00,Nuwara Eliya,17.09,74.94,0.0,8.59
2026-05-25T00:00:00,Kandy,23.16,65.37,0.0,9.44
2026-05-25T01:00:00,Kandy,25.03,70.54,0.0,15.8
2026-05-25T02:00:00,Kandy,18,81.65,0.0,8.78
2026-05-25T03:00:00,Kandy,22.22,76.67,2.46,11.32
2026-05-25T04:00:00,Kandy,25.65,89.36,5.09,12.5
2026-05-25T05:00:00,Kandy,26.49,69.7,0.0,13.07
2026-05-25T06:00:00,Kandy,23.39,77.76,1.68,11.53
2026-05-25T07:00:00,Kandy,22.77,86.39,0.4,15.86
2026-05-25T08:00:00,Kandy,18,85.32,0.1,7.76
2026-05-25T09:00:00,Kandy,20.02,80.8,4.39,16.26
2026-05-25T10:00:00,Kandy,24.34,68.79,0.91,8.23
2026-05-25T11:00:00,Kandy,23.27,73.32,0.0,16.36
2026-05-25T12:00:00,Kandy,23.68,64.64,0.0,12.28
2026-05-25T13:00:00,Kandy,20.89,67.01,0.0,11.0
2026-05-25T14:00:00,Kandy,22.01,62.45,0.0,13.44
2026-05-25T15:00:00,Kandy,24.0,57.74,0.0,13.58
2026-05-25T16:00:00,Kandy,22.5,69.32,2.32,11.3
2026-05-25T17:00:00,Kandy,24.0,71.14,0.0,15.35
2026-05-25T18:00:00,Kandy,26.3,83.39,3.46,10.3
2026-05-25T19:00:00,Kandy,25.97,68.92,0.29,13.09
2026-05-25T20:00:00,Kandy,28.92,68.25,0.59,11.14
2026-05-25T21:00:00,Kandy,25.19,62.59,0.0,15.3
2026-05-25T22:00:00,Kandy,24.12,71.43,0.0,13.21
2026-05-25T23:00:00,Kandy,25.53,59.22,0.0,15.37
2026-05-25T00:00:00,Ratnapura,31.62,70.49,0.0,8.86
2026-05-25T01:00:00,Ratnapura,29.44,81.49,2.25,11.04
2026-05-25T02:00:00,Ratnapura,26.31,81.47,0.0,9.46
2026-05-25T03:00:00,Ratnapura,24.61,87.2,2.9,11.26
2026-05-25T04:00:00,Ratnapura,26.88,85.47,1.44,13.62
2026-05-25T05:00:00,Ratnapura,23.89,86.98,2.23,13.56
2026-05-25T06:00:00,Ratnapura,28.0,96.96,7.13,16.17
2026-05-25T07:00:00,Ratnapura,24.85,79.32,0.0,13.61
2026-05-25T08:00:00,Ratnapura,24.51,92.77,4.38,11.33
2026-05-25T09:00:00,Ratnapura,24.15,75.15,0.0,17.31
2026-05-25T10:00:00,Ratnapura,26.08,79.44,0.27,9.52
2026-05-25T11:00:00,Ratnapura,26.09,82.83,0.0,3.34
2026-05-25T12:00:00,Ratnapura,27.65,77.56,0.0,13.14
2026-05-25T13:00:00,Ratnapura,27.98,72.72,2.91,13.3
2026-05-25T14:00:00,Ratnapura,32.04,65,0.0,12.73
2026-05-25T15:00:00,Ratnapura,28.44,68.76,0.0,12.95
2026-05-25T16:00:00,Ratnapura,28.46,68.7,0.0,6.08
2026-05-25T17:00:00,Ratnapura,30.69,76.2,2.31,10.11
2026-05-25T18:00:00,Ratnapura,29.39,73.11,0.0,16.79
2026-05-25T19:00:00,Ratnapura,32.5,69.59,0.0,7.82
2026-05-25T20:00:00,Ratnapura,30.7,72.64,0.0,11.91
2026-05-25T21:00:00,Ratnapura,30.46,74.42,0.71,12.82
2026-05-25T22:00:00,Ratnapura,30.57,71.79,0.0,8.57
2026-05-25T23:00:00,Ratnapura,31.93,82.31,4.75,11.73
2026-05-26T00:00:00,Nuwara Eliya,20.5,72.57,0.0,11.66
2026-05-26T01:00:00,Nuwara Eliya,15.42,85.66,0.82,10.06
2026-05-26T02:00:00,Nuwara Eliya,17.71,88.48,3.91,19.88
2026-05-26T03:00:00,Nuwara Eliya,12.74,84.94,0.87,14.05
2026-05-26T04:00:00,Nuwara Eliya,13.02,95,8.27,21.65
2026-05-26T05:00:00,Nuwara Eliya,14.92,91.09,0.33,20.51
2026-05-26T06:00:00,Nuwara Eliya,13.09,89.65,3.11,15.49
2026-05-26T07:00:00,Nuwara Eliya,12.74,85.19,0.0,10.69
2026-05-26T08:00:00,Nuwara Eliya,10,95,0.57,17.55
2026-05-26T09:00:00,Nuwara Eliya,12.08,88.27,2.48,16.79
2026-05-26T10:00:00,Nuwara Eliya,16.44,93.22,4.19,15.15
2026-05-26T11:00:00,Nuwara Eliya,11.15,95,5.49,14.6
2026-05-26T12:00:00,Nuwara Eliya,15.07,73.28,0.0,13.05
2026-05-26T13:00:00,Nuwara Eliya,15.59,71.62,0.0,16.26
2026-05-26T14:00:00,Nuwara Eliya,14.27,74.09,1.21,13.89
2026-05-26T15:00:00,Nuwara Eliya,17.32,73.1,1.1,16.08
2026-05-26T16:00:00,Nuwara Eliya,17.7,72.44,0.21,10.39
2026-05-26T17:00:00,Nuwara Eliya,17.14,83.41,0.0,10.69
2026-05-26T18:00:00,Nuwara Eliya,17.14,94.04,7.21,15.36
2026-05-26T19:00:00,Nuwara Eliya,14.5,86.88,0.99,9.12
2026-05-26T20:00:00,Nuwara Eliya,16.69,79.32,0.0,11.18
2026-05-26T21:00:00,Nuwara Eliya,17.12,83.98,0.95,15.05
2026-05-26T22:00:00,Nuwara Eliya,20.28,85.82,0.31,17.73
2026-05-26T23:00:00,Nuwara Eliya,20.38,79.12,0.0,15.06
2026-05-26T00:00:00,Kandy,22.43,77.03,0.71,19.23
2026-05-26T01:00:00,Kandy,24.1,66.95,0.86,15.07
2026-05-26T02:00:00,Kandy,23.17,70.51,2.07,14.15
2026-05-26T03:00:00,Kandy,21.05,71.62,2.7,19.22
2026-05-26T04:00:00,Kandy,24.02,67.56,0.72,11.09
2026-05-26T05:00:00,Kandy,22.77,73.1,0.43,8.72
2026-05-26T06:00:00,Kandy,20.05,81.51,0.0,10.63
2026-05-26T07:00:00,Kandy,20.81,81.53,0.0,15.54
2026-05-26T08:00:00,Kandy,21.94,80.65,0.65,13.38
2026-05-26T09:00:00,Kandy,19.22,73.55,0.0,13.95
2026-05-26T10:00:00,Kandy,24.39,70.65,0.0,12.12
2026-05-26T11:00:00,Kandy,20.44,77.27,0.0,18.7
2026-05-26T12:00:00,Kandy,21.61,68.76,0.44,9.03
2026-05-26T13:00:00,Kandy,22.03,65.6,0.51,11.45
2026-05-26T14:00:00,Kandy,19.89,73.35,0.0,17.88
2026-05-26T15:00:00,Kandy,23.32,64.06,0.0,13.9
2026-05-26T16:00:00,Kandy,21.71,65.98,0.81,11.92
2026-05-26T17:00:00,Kandy,25.44,57.33,0.0,13.39
2026-05-26T18:00:00,Kandy,23.2,63.63,0.0,5.83
2026-05-26T19:00:00,Kandy,25.31,65.71,0.0,17.97
2026-05-26T20:00:00,Kandy,23.02,70.59,0.0,13.59
2026-05-26T21:00:00,Kandy,21.8,70.68,2.27,14.93
2026-05-26T22:00:00,Kandy,22.61,72.8,2.25,13.88
2026-05-26T23:00:00,Kandy,25.98,64.96,4.06,13.48
2026-05-26T00:00:00,Ratnapura,28.03,76.54,0.0,14.58
2026-05-26T01:00:00,Ratnapura,29.55,76.68,0.0,14.46
2026-05-26T02:00:00,Ratnapura,30.53,65.01,0.0,16.6
2026-05-26T03:00:00,Ratnapura,24.88,70.56,0.0,13.58
2026-05-26T04:00:00,Ratnapura,26.38,84.7,0.0,7.51
2026-05-26T05:00:00,Ratnapura,25.53,81.29,0.0,17.49
2026-05-26T06:00:00,Ratnapura,22.67,88.36,0.17,13.73
2026-05-26T07:00:00,Ratnapura,26.7,83.74,0.0,10.23
2026-05-26T08:00:00,Ratnapura,23.77,80.34,0.0,5.72
2026-05-26T09:00:00,Ratnapura,26.81,77.61,0.0,12.0
2026-05-26T10:00:00,Ratnapura,25.74,72.03,0.0,13.31
2026-05-26T11:00:00,Ratnapura,23.78,79.01,0.0,11.96
2026-05-26T12:00:00,Ratnapura,24.52,70.99,0.0,15.37
2026-05-26T13:00:00,Ratnapura,27.01,66.11,0.0,9.14
2026-05-26T14:00:00,Ratnapura,27.86,66.34,0.0,16.75
2026-05-26T15:00:00,Ratnapura,27.75,65,0.0,12.38
2026-05-26T16:00:00,Ratnapura,28.69,69.63,0.0,7.61
2026-05-26T17:00:00,Ratnapura,29.7,79.9,0.0,9.3
2026-05-26T18:00:00,Ratnapura,29.51,75.29,0.0,8.76
2026-05-26T19:00:00,Ratnapura,31.87,84.62,3.75,13.01
2026-05-26T20:00:00,Ratnapura,28.55,73.46,0.0,10.79
2026-05-26T21:00:00,Ratnapura,28.02,68.42,0.0,9.01
2026-05-26T22:00:00,Ratnapura,30.95,70.1,0.0,9.24
2026-05-26T23:00:00,Ratnapura,29.34,75.21,0.0,7.93
2026-05-27T00:00:00,Nuwara Eliya,19.16,95,8.46,19.84
2026-05-27T01:00:00,Nuwara Eliya,16.96,80.81,2.59,17.25
2026-05-27T02:00:00,Nuwara Eliya,18.56,82.03,2.12,11.77
2026-05-27T03:00:00,Nuwara Eliya,13.92,86.92,0.65,13.43
2026-05-27T04:00:00,Nuwara Eliya,12.27,95,6.47,15.06
2026-05-27T05:00:00,Nuwara Eliya,13.98,91.46,3.01,12.52
2026-05-27T06:00:00,Nuwara Eliya,10.43,95,3.45,24.07
2026-05-27T07:00:00,Nuwara Eliya,10,95,1.24,16.41
2026-05-27T08:00:00,Nuwara Eliya,10.36,95,3.27,21.12
2026-05-27T09:00:00,Nuwara Eliya,12.21,87.45,0.0,15.39
2026-05-27T10:00:00,Nuwara Eliya,11.28,86.9,0.65,14.03
2026-05-27T11:00:00,Nuwara Eliya,12.89,87.85,1.0,12.42
2026-05-27T12:00:00,Nuwara Eliya,12.77,78.61,3.02,13.63
2026-05-27T13:00:00,Nuwara Eliya,13.01,78.96,6.1,13.13
2026-05-27T14:00:00,Nuwara Eliya,15.91,82.04,1.43,8.84
2026-05-27T15:00:00,Nuwara Eliya,13.84,69.02,0.0,11.85
2026-05-27T16:00:00,Nuwara Eliya,16.52,70.17,0.0,14.16
2026-05-27T17:00:00,Nuwara Eliya,18.49,83.04,1.47,10.11
2026-05-27T18:00:00,Nuwara Eliya,21.11,87.12,7.75,19.4
2026-05-27T19:00:00,Nuwara Eliya,15.89,78.75,0.78,14.39
2026-05-27T20:00:00,Nuwara Eliya,19.54,76.4,1.35,15.4
2026-05-27T21:00:00,Nuwara Eliya,16.62,87.69,0.0,22.67
2026-05-27T22:00:00,Nuwara Eliya,17.98,81.46,3.7,11.23
2026-05-27T23:00:00,Nuwara Eliya,16.49,94.5,3.92,18.52
2026-05-27T00:00:00,Kandy,25.13,73.97,0.0,15.55
2026-05-27T01:00:00,Kandy,27.04,62.32,0.0,8.58
2026-05-27T02:00:00,Kandy,21.94,66.45,0.0,8.97
2026-05-27T03:00:00,Kandy,24.19,79.73,4.44,15.24
2026-05-27T04:00:00,Kandy,21.35,72.68,0.0,16.96
2026-05-27T05:00:00,Kandy,24.87,77.72,0.0,15.99
2026-05-27T06:00:00,Kandy,21.39,75.06,0.0,14.49
2026-05-27T07:00:00,Kandy,22.73,80.48,1.09,6.83
2026-05-27T08:00:00,Kandy,18.69,81.72,0.0,14.18
2026-05-27T09:00:00,Kandy,19.35,73.15,0.0,15.76
2026-05-27T10:00:00,Kandy,21.75,80.0,0.64,14.53
2026-05-27T11:00:00,Kandy,21.15,64.53,0.0,18.54
2026-05-27T12:00:00,Kandy,23.87,62.68,0.0,15.53
2026-05-27T13:00:00,Kandy,21.97,64.84,0.0,16.69
2026-05-27T14:00:00,Kandy,23.74,62.89,0.0,11.41
2026-05-27T15:00:00,Kandy,21.63,63.02,1.66,12.09
2026-05-27T16:00:00,Kandy,26.15,67.22,0.0,12.57
2026-05-27T17:00:00,Kandy,27.22,60.03,0.0,15.23
2026-05-27T18:00:00,Kandy,26.72,75.69,4.98,15.32
2026-05-27T19:00:00,Kandy,26.04,62.51,0.0,9.43
2026-05-27T20:00:00,Kandy,29.48,76.47,3.21,18.22
2026-05-27T21:00:00,Kandy,27.33,77.17,0.0,8.87
2026-05-27T22:00:00,Kandy,28.74,78.05,1.26,17.38
2026-05-27T23:00:00,Kandy,23.4,80.15,1.02,9.73
2026-05-27T00:00:00,Ratnapura,28.22,72.9,0.43,12.11
2026-05-27T01:00:00,Ratnapura,30.05,67.43,0.0,8.57
2026-05-27T02:00:00,Ratnapura,29.78,76.01,0.0,9.2
2026-05-27T03:00:00,Ratnapura,29.77,73.16,0.36,14.04
2026-05-27T04:00:00,Ratnapura,26.4,85.73,0.0,10.59
2026-05-27T05:00:00,Ratnapura,25.83,82.43,0.0,13.28
2026-05-27T06:00:00,Ratnapura,26.66,90.56,1.68,9.95
2026-05-27T07:00:00,Ratnapura,24.73,82.27,0.0,17.46
2026-05-27T08:00:00,Ratnapura,25.21,91.19,5.51,14.77
2026-05-27T09:00:00,Ratnapura,22.95,77.8,0.0,13.05
2026-05-27T10:00:00,Ratnapura,25.46,81.02,0.0,15.13
2026-05-27T11:00:00,Ratnapura,25.65,81.74,0.0,15.34
2026-05-27T12:00:00,Ratnapura,23.89,71.42,0.95,13.79
2026-05-27T13:00:00,Ratnapura,27.96,73.24,1.71,7.82
2026-05-27T14:00:00,Ratnapura,25.8,75.18,1.49,10.57
2026-05-27T15:00:00,Ratnapura,25.85,68.85,0.0,13.13
2026-05-27T16:00:00,Ratnapura,29.09,68.71,0.0,9.64
2026-05-27T17:00:00,Ratnapura,30.59,73.94,0.0,7.23
2026-05-27T18:00:00,Ratnapura,33.45,74.76,0.0,13.16
2026-05-27T19:00:00,Ratnapura,33.87,68.09,0.0,7.63
2026-05-27T20:00:00,Ratnapura,28.18,77.21,0.0,15.46
2026-05-27T21:00:00,Ratnapura,27.72,78.78,0.01,12.58
2026-05-27T22:00:00,Ratnapura,29.44,75.39,0.0,10.17
2026-05-27T23:00:00,Ratnapura,29.21,73.93,0.0,10.44
2026-05-28T00:00:00,Nuwara Eliya,17.76,80.92,0.0,10.97
2026-05-28T01:00:00,Nuwara Eliya,16.53,84.83,1.91,12.28
2026-05-28T02:00:00,Nuwara Eliya,15.38,84.21,0.51,12.4
2026-05-28T03:00:00,Nuwara Eliya,13.07,83.74,0.0,9.18
2026-05-28T04:00:00,Nuwara Eliya,11.56,95,1.26,20.2
2026-05-28T05:00:00,Nuwara Eliya,13.68,95,10.38,13.71
2026-05-28T06:00:00,Nuwara Eliya,11.42,95,12.55,15.88
2026-05-28T07:00:00,Nuwara Eliya,12.99,86.56,0.57,16.89
2026-05-28T08:00:00,Nuwara Eliya,10,95,4.3,10.52
2026-05-28T09:00:00,Nuwara Eliya,10,87.32,0.3,14.16
2026-05-28T10:00:00,Nuwara Eliya,10.17,91.83,0.0,17.13
2026-05-28T11:00:00,Nuwara Eliya,13.96,91.7,3.23,15.47
2026-05-28T12:00:00,Nuwara Eliya,14.24,68.2,0.0,10.36
2026-05-28T13:00:00,Nuwara Eliya,12.22,94.77,9.69,16.91
2026-05-28T14:00:00,Nuwara Eliya,17.78,79.78,1.95,20.9
2026-05-28T15:00:00,Nuwara Eliya,13.0,73.51,0.0,11.22
2026-05-28T16:00:00,Nuwara Eliya,16.83,79.05,0.22,14.13
2026-05-28T17:00:00,Nuwara Eliya,19.99,74.2,0.0,15.98
2026-05-28T18:00:00,Nuwara Eliya,18.3,87.76,5.73,13.5
2026-05-28T19:00:00,Nuwara Eliya,19.43,80.74,3.76,12.52
2026-05-28T20:00:00,Nuwara Eliya,17.89,85.89,0.0,13.01
2026-05-28T21:00:00,Nuwara Eliya,17.19,83.95,0.0,17.09
2026-05-28T22:00:00,Nuwara Eliya,13.65,88.98,2.16,15.19
2026-05-28T23:00:00,Nuwara Eliya,20.37,78.68,0.0,12.4
