timestamp,location_name,temperature_current,humidity,rainfall,disease_risk,disease_name,pathogen,condition_match_score,risk_category
2026-05-23 21:00:00,Kandy,25.33,82.66,0.0,14.02,Grey Blight,Pestalotiopsis spp.,0.987,Moderate
2026-05-23 22:00:00,Kandy,26.32,82.69,4.06,5.78,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.947,Low
2026-05-23 23:00:00,Kandy,23.9,68.9,0.0,7.92,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.756,Low
2026-05-23 00:00:00,Ratnapura,32.4,78.04,4.08,17.63,Brown Blight,Colletotrichum / Glomerella spp.,0.826,High
2026-05-23 01:00:00,Ratnapura,29.77,71.31,0.27,10.91,Brown Blight,Colletotrichum / Glomerella spp.,0.652,Moderate
2026-05-23 02:00:00,Ratnapura,25.48,81.63,2.41,16.76,Brown Blight,Colletotrichum / Glomerella spp.,1.0,High
2026-05-23 03:00:00,Ratnapura,30.43,75.84,1.32,12.42,Brown Blight,Colletotrichum / Glomerella spp.,0.816,Moderate
2026-05-23 04:00:00,Ratnapura,26.88,84.57,3.24,9.8,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-05-23 05:00:00,Ratnapura,26.67,86.4,0.0,9.52,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-05-23 06:00:00,Ratnapura,26.74,79.8,0.33,18.15,Brown Blight,Colletotrichum / Glomerella spp.,0.992,High
2026-05-23 07:00:00,Ratnapura,26.24,83.36,0.0,12.52,Brown Blight,Colletotrichum / Glomerella spp.,1.0,Moderate
2026-05-23 08:00:00,Ratnapura,27.78,76.74,0.0,14.23,Brown Blight,Colletotrichum / Glomerella spp.,0.87,Moderate
2026-05-23 09:00:00,Ratnapura,27.7,82.66,0.0,9.66,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-05-23 10:00:00,Ratnapura,25.73,72.45,0.0,21.08,Brown Blight,Colletotrichum / Glomerella spp.,0.698,High
2026-05-23 11:00:00,Ratnapura,27.17,75.12,0.0,16.72,Brown Blight,Colletotrichum / Glomerella spp.,0.805,High
2026-05-23 12:00:00,Ratnapura,29.66,68.14,0.0,15.83,Brown Blight,Colletotrichum / Glomerella spp.,0.526,High
2026-05-23 13:00:00,Ratnapura,25.57,70.27,0.0,15.27,Brown Blight,Colletotrichum / Glomerella spp.,0.611,Moderate
2026-05-23 14:00:00,Ratnapura,28.62,70.87,0.0,10.72,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.635,Low
2026-05-23 15:00:00,Ratnapura,27.5,65.0,0.0,8.8,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.4,Low
2026-05-23 16:00:00,Ratnapura,33.47,78.64,7.88,14.46,Brown Blight,Colletotrichum / Glomerella spp.,0.807,Moderate
2026-05-23 17:00:00,Ratnapura,27.16,76.42,2.24,11.02,Brown Blight,Colletotrichum / Glomerella spp.,0.857,Moderate
2026-05-23 18:00:00,Ratnapura,29.24,83.33,0.0,11.28,Brown Blight,Colletotrichum / Glomerella spp.,1.0,Moderate
2026-05-23 19:00:00,Ratnapura,27.8,73.54,0.0,8.9,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.742,Low
2026-05-23 20:00:00,Ratnapura,33.67,67.63,0.0,17.06,Brown Blight,Colletotrichum / Glomerella spp.,0.358,High
2026-05-23 21:00:00,Ratnapura,30.58,69.73,0.0,11.99,Brown Blight,Colletotrichum / Glomerella spp.,0.566,Moderate
2026-05-23 22:00:00,Ratnapura,30.3,83.09,6.77,4.77,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.988,Low
2026-05-23 23:00:00,Ratnapura,28.86,77.8,0.0,12.41,Brown Blight,Colletotrichum / Glomerella spp.,0.912,Moderate
2026-05-24 00:00:00,Nuwara Eliya,14.62,84.69,2.19,13.92,Blister Blight,Exobasidium vexans,0.985,Moderate
2026-05-24 01:00:00,Nuwara Eliya,12.03,90.42,0.65,16.73,Blister Blight,Exobasidium vexans,0.881,High
2026-05-24 02:00:00,Nuwara Eliya,14.29,83.21,0.0,7.67,Blister Blight (dormant/low risk),Exobasidium vexans,0.972,Low
2026-05-24 03:00:00,Nuwara Eliya,14.94,76.91,0.98,14.98,Blister Blight,Exobasidium vexans,0.874,Moderate
2026-05-24 04:00:00,Nuwara Eliya,15.86,87.89,0.76,11.84,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-24 05:00:00,Nuwara Eliya,13.49,95.0,4.87,17.32,Blister Blight,Exobasidium vexans,0.94,High
2026-05-24 06:00:00,Nuwara Eliya,11.79,89.89,0.0,14.22,Blister Blight,Exobasidium vexans,0.872,Moderate
2026-05-24 07:00:00,Nuwara Eliya,12.62,95.0,5.66,9.63,Blister Blight (dormant/low risk),Exobasidium vexans,0.905,Low
2026-05-24 08:00:00,Nuwara Eliya,10.0,87.76,0.0,9.18,Blister Blight (dormant/low risk),Exobasidium vexans,0.8,Low
2026-05-24 09:00:00,Nuwara Eliya,10.0,95.0,7.96,12.74,Blister Blight,Exobasidium vexans,0.8,Moderate
2026-05-24 10:00:00,Nuwara Eliya,12.81,88.95,5.08,13.73,Blister Blight,Exobasidium vexans,0.912,Moderate
2026-05-24 11:00:00,Nuwara Eliya,13.26,84.1,1.11,15.36,Blister Blight,Exobasidium vexans,0.93,Moderate
2026-05-24 12:00:00,Nuwara Eliya,14.94,75.25,0.0,12.28,Blister Blight,Exobasidium vexans,0.808,Moderate
2026-05-24 13:00:00,Nuwara Eliya,12.63,70.87,0.49,14.11,Blister Blight,Exobasidium vexans,0.54,Moderate
2026-05-24 14:00:00,Nuwara Eliya,12.84,77.71,0.0,10.04,Blister Blight (dormant/low risk),Exobasidium vexans,0.822,Low
2026-05-24 15:00:00,Nuwara Eliya,18.14,79.08,0.0,8.63,Blister Blight (dormant/low risk),Exobasidium vexans,0.963,Low
2026-05-24 16:00:00,Nuwara Eliya,14.1,80.72,1.94,12.66,Blister Blight,Exobasidium vexans,0.964,Moderate
2026-05-24 17:00:00,Nuwara Eliya,17.17,83.66,2.39,13.87,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-24 18:00:00,Nuwara Eliya,17.07,84.89,0.0,13.9,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-24 19:00:00,Nuwara Eliya,17.97,83.15,0.0,15.0,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-24 20:00:00,Nuwara Eliya,20.36,80.25,0.83,9.39,Blister Blight (dormant/low risk),Exobasidium vexans,1.0,Low
2026-05-24 21:00:00,Nuwara Eliya,18.45,85.14,0.18,14.24,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-24 22:00:00,Nuwara Eliya,19.95,79.77,0.0,11.33,Blister Blight,Exobasidium vexans,0.991,Moderate
2026-05-24 23:00:00,Nuwara Eliya,17.75,81.68,0.04,13.01,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-24 00:00:00,Kandy,22.95,75.1,1.8,12.1,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-05-24 01:00:00,Kandy,21.03,79.78,2.57,15.9,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-05-24 02:00:00,Kandy,24.71,73.71,0.0,13.76,Grey Blight,Pestalotiopsis spp.,0.948,Moderate
2026-05-24 03:00:00,Kandy,22.21,70.54,0.0,11.16,Grey Blight,Pestalotiopsis spp.,0.822,Moderate
2026-05-24 04:00:00,Kandy,22.35,86.04,0.0,20.21,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-05-24 05:00:00,Kandy,21.68,74.99,0.0,17.61,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-05-24 06:00:00,Kandy,18.81,88.57,0.0,20.39,Grey Blight,Pestalotiopsis spp.,0.952,High
2026-05-24 07:00:00,Kandy,18.21,75.05,0.0,15.33,Grey Blight,Pestalotiopsis spp.,0.928,Moderate
2026-05-24 08:00:00,Kandy,22.15,73.41,0.0,12.12,Grey Blight,Pestalotiopsis spp.,0.936,Moderate
2026-05-24 09:00:00,Kandy,18.0,81.75,2.86,10.76,Grey Blight,Pestalotiopsis spp.,0.92,Moderate
2026-05-24 10:00:00,Kandy,22.02,68.98,0.0,7.87,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.759,Low
2026-05-24 11:00:00,Kandy,25.14,71.29,0.36,12.01,Grey Blight,Pestalotiopsis spp.,0.846,Moderate
2026-05-24 12:00:00,Kandy,24.07,64.99,0.02,12.48,Grey Blight,Pestalotiopsis spp.,0.6,Moderate
2026-05-24 13:00:00,Kandy,21.95,62.94,0.0,9.62,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.518,Low
2026-05-24 14:00:00,Kandy,19.46,66.57,0.38,8.89,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.641,Low
2026-05-24 15:00:00,Kandy,21.65,59.37,0.0,14.37,Grey Blight,Pestalotiopsis spp.,0.4,Moderate
2026-05-24 16:00:00,Kandy,22.69,67.21,0.43,12.3,Grey Blight,Pestalotiopsis spp.,0.688,Moderate
2026-05-24 17:00:00,Kandy,26.51,69.5,0.0,11.08,Grey Blight,Pestalotiopsis spp.,0.72,Moderate
2026-05-24 18:00:00,Kandy,21.88,68.87,0.0,11.98,Grey Blight,Pestalotiopsis spp.,0.755,Moderate
2026-05-24 19:00:00,Kandy,26.38,74.02,0.3,11.45,Grey Blight,Pestalotiopsis spp.,0.906,Moderate
2026-05-24 20:00:00,Kandy,24.58,79.17,1.79,19.04,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-05-24 21:00:00,Kandy,21.26,68.36,0.0,12.66,Grey Blight,Pestalotiopsis spp.,0.734,Moderate
2026-05-24 22:00:00,Kandy,25.34,61.97,0.0,15.52,Grey Blight,Pestalotiopsis spp.,0.465,Moderate
2026-05-24 23:00:00,Kandy,24.06,72.5,0.0,14.18,Grey Blight,Pestalotiopsis spp.,0.9,Moderate
2026-05-24 00:00:00,Ratnapura,27.93,80.26,0.0,13.04,Brown Blight,Colletotrichum / Glomerella spp.,1.0,Moderate
2026-05-24 01:00:00,Ratnapura,26.0,76.22,1.77,16.26,Brown Blight,Colletotrichum / Glomerella spp.,0.849,High
2026-05-24 02:00:00,Ratnapura,31.88,68.12,0.0,8.22,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.45,Low
2026-05-24 03:00:00,Ratnapura,26.92,75.96,0.57,10.16,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.838,Low
2026-05-24 04:00:00,Ratnapura,26.86,82.23,1.44,8.23,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-05-24 05:00:00,Ratnapura,26.24,76.76,0.0,12.76,Brown Blight,Colletotrichum / Glomerella spp.,0.87,Moderate
2026-05-24 06:00:00,Ratnapura,28.53,75.84,0.0,6.07,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.834,Low
2026-05-24 07:00:00,Ratnapura,22.87,91.59,0.0,14.51,Brown Blight,Colletotrichum / Glomerella spp.,0.915,Moderate
2026-05-24 08:00:00,Ratnapura,26.09,86.37,3.32,10.26,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-05-24 09:00:00,Ratnapura,27.27,80.19,0.0,8.11,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-05-24 10:00:00,Ratnapura,24.58,79.32,1.36,16.93,Brown Blight,Colletotrichum / Glomerella spp.,0.956,High
2026-05-24 11:00:00,Ratnapura,30.17,65.0,0.0,7.85,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.393,Low
2026-05-24 12:00:00,Ratnapura,29.49,73.52,0.0,13.17,Brown Blight,Colletotrichum / Glomerella spp.,0.741,Moderate
2026-05-24 13:00:00,Ratnapura,24.37,73.32,0.0,17.71,Brown Blight,Colletotrichum / Glomerella spp.,0.708,High
2026-05-24 14:00:00,Ratnapura,26.46,68.51,1.03,12.91,Brown Blight,Colletotrichum / Glomerella spp.,0.54,Moderate
2026-05-24 15:00:00,Ratnapura,29.9,65.0,0.0,18.14,Brown Blight,Colletotrichum / Glomerella spp.,0.4,High
2026-05-24 16:00:00,Ratnapura,30.48,65.0,0.0,13.73,Brown Blight,Colletotrichum / Glomerella spp.,0.381,Moderate
2026-05-24 17:00:00,Ratnapura,32.12,77.74,0.0,13.05,Brown Blight,Colletotrichum / Glomerella spp.,0.825,Moderate
2026-05-24 18:00:00,Ratnapura,28.61,77.1,1.08,7.69,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.884,Low
2026-05-24 19:00:00,Ratnapura,30.98,76.68,0.0,11.45,Brown Blight,Colletotrichum / Glomerella spp.,0.828,Moderate
2026-05-24 20:00:00,Ratnapura,30.67,70.77,0.0,10.42,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.604,Low
2026-05-24 21:00:00,Ratnapura,32.28,82.17,0.0,16.82,Brown Blight,Colletotrichum / Glomerella spp.,0.909,High
2026-05-24 22:00:00,Ratnapura,32.5,73.81,4.28,12.84,Brown Blight,Colletotrichum / Glomerella spp.,0.652,Moderate
2026-05-24 23:00:00,Ratnapura,28.53,77.74,0.0,12.02,Brown Blight,Colletotrichum / Glomerella spp.,0.91,Moderate
2026-05-25 00:00:00,Nuwara Eliya,15.13,74.28,0.0,12.76,Blister Blight,Exobasidium vexans,0.771,Moderate
2026-05-25 01:00:00,Nuwara Eliya,17.33,72.7,0.0,16.18,Blister Blight,Exobasidium vexans,0.708,High
2026-05-25 02:00:00,Nuwara Eliya,11.8,74.02,0.74,5.78,Blister Blight (dormant/low risk),Exobasidium vexans,0.633,Low
2026-05-25 03:00:00,Nuwara Eliya,13.59,80.76,0.89,9.54,Blister Blight (dormant/low risk),Exobasidium vexans,0.944,Low
2026-05-25 04:00:00,Nuwara Eliya,12.31,95.0,4.18,16.99,Blister Blight,Exobasidium vexans,0.892,High
2026-05-25 05:00:00,Nuwara Eliya,13.47,95.0,4.28,15.83,Blister Blight,Exobasidium vexans,0.939,High
2026-05-25 06:00:00,Nuwara Eliya,10.99,90.71,0.0,14.36,Blister Blight,Exobasidium vexans,0.84,Moderate
2026-05-25 07:00:00,Nuwara Eliya,10.0,95.0,0.0,13.75,Blister Blight,Exobasidium vexans,0.8,Moderate
2026-05-25 08:00:00,Nuwara Eliya,10.32,94.74,1.85,14.48,Blister Blight,Exobasidium vexans,0.813,Moderate
2026-05-25 09:00:00,Nuwara Eliya,10.0,90.26,4.13,9.53,Blister Blight (dormant/low risk),Exobasidium vexans,0.8,Low
2026-05-25 10:00:00,Nuwara Eliya,15.28,82.66,0.8,7.47,Blister Blight (dormant/low risk),Exobasidium vexans,1.0,Low
2026-05-25 11:00:00,Nuwara Eliya,13.75,95.0,2.09,13.15,Blister Blight,Exobasidium vexans,0.95,Moderate
2026-05-25 12:00:00,Nuwara Eliya,13.96,83.67,2.11,9.97,Blister Blight (dormant/low risk),Exobasidium vexans,0.958,Low
2026-05-25 13:00:00,Nuwara Eliya,13.23,82.65,3.34,14.59,Blister Blight,Exobasidium vexans,0.929,Moderate
2026-05-25 14:00:00,Nuwara Eliya,17.0,81.38,3.3,13.11,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-25 15:00:00,Nuwara Eliya,18.19,86.06,5.12,16.63,Blister Blight,Exobasidium vexans,1.0,High
2026-05-25 16:00:00,Nuwara Eliya,16.96,85.79,3.43,11.74,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-25 17:00:00,Nuwara Eliya,18.8,80.58,1.86,8.95,Blister Blight (dormant/low risk),Exobasidium vexans,1.0,Low
2026-05-25 18:00:00,Nuwara Eliya,18.1,80.59,1.7,11.28,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-25 19:00:00,Nuwara Eliya,16.04,78.67,0.0,22.32,Blister Blight,Exobasidium vexans,0.947,High
2026-05-25 20:00:00,Nuwara Eliya,17.63,85.31,2.43,12.76,Blister Blight,Exobasidium vexans,1.0,Moderate
2026-05-25 21:00:00,Nuwara Eliya,16.56,79.74,0.0,19.91,Blister Blight,Exobasidium vexans,0.99,High
2026-05-25 22:00:00,Nuwara Eliya,16.64,76.92,0.0,10.74,Blister Blight (dormant/low risk),Exobasidium vexans,0.877,Low
2026-05-25 23:00:00,Nuwara Eliya,17.09,74.94,0.0,8.59,Blister Blight (dormant/low risk),Exobasidium vexans,0.798,Low
2026-05-25 00:00:00,Kandy,23.16,65.37,0.0,9.44,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.615,Low
2026-05-25 01:00:00,Kandy,25.03,70.54,0.0,15.8,Grey Blight,Pestalotiopsis spp.,0.82,High
2026-05-25 02:00:00,Kandy,18.0,81.65,0.0,8.78,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.92,Low
2026-05-25 03:00:00,Kandy,22.22,76.67,2.46,11.32,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-05-25 04:00:00,Kandy,25.65,89.36,5.09,12.5,Grey Blight,Pestalotiopsis spp.,0.974,Moderate
2026-05-25 05:00:00,Kandy,26.49,69.7,0.0,13.07,Grey Blight,Pestalotiopsis spp.,0.728,Moderate
2026-05-25 06:00:00,Kandy,23.39,77.76,1.68,11.53,Grey Blight,Pestalotiopsis spp.,1.0,Moderate
2026-05-25 07:00:00,Kandy,22.77,86.39,0.4,15.86,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-05-25 08:00:00,Kandy,18.0,85.32,0.1,7.76,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.92,Low
2026-05-25 09:00:00,Kandy,20.02,80.8,4.39,16.26,Grey Blight,Pestalotiopsis spp.,1.0,High
2026-05-25 10:00:00,Kandy,24.34,68.79,0.91,8.23,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.752,Low
2026-05-25 11:00:00,Kandy,23.27,73.32,0.0,16.36,Grey Blight,Pestalotiopsis spp.,0.933,High
2026-05-25 12:00:00,Kandy,23.68,64.64,0.0,12.28,Grey Blight,Pestalotiopsis spp.,0.586,Moderate
2026-05-25 13:00:00,Kandy,20.89,67.01,0.0,11.0,Grey Blight,Pestalotiopsis spp.,0.68,Moderate
2026-05-25 14:00:00,Kandy,22.01,62.45,0.0,13.44,Grey Blight,Pestalotiopsis spp.,0.498,Moderate
2026-05-25 15:00:00,Kandy,24.0,57.74,0.0,13.58,Grey Blight,Pestalotiopsis spp.,0.4,Moderate
2026-05-25 16:00:00,Kandy,22.5,69.32,2.32,11.3,Grey Blight,Pestalotiopsis spp.,0.773,Moderate
2026-05-25 17:00:00,Kandy,24.0,71.14,0.0,15.35,Grey Blight,Pestalotiopsis spp.,0.846,Moderate
2026-05-25 18:00:00,Kandy,26.3,83.39,3.46,10.3,Grey Blight (dormant/low risk),Pestalotiopsis spp.,0.948,Low
2026-05-25 19:00:00,Kandy,25.97,68.92,0.29,13.09,Grey Blight,Pestalotiopsis spp.,0.718,Moderate
2026-05-25 20:00:00,Kandy,28.92,68.25,0.59,11.14,Grey Blight,Pestalotiopsis spp.,0.573,Moderate
2026-05-25 21:00:00,Kandy,25.19,62.59,0.0,15.3,Grey Blight,Pestalotiopsis spp.,0.496,Moderate
2026-05-25 22:00:00,Kandy,24.12,71.43,0.0,13.21,Grey Blight,Pestalotiopsis spp.,0.857,Moderate
2026-05-25 23:00:00,Kandy,25.53,59.22,0.0,15.37,Grey Blight,Pestalotiopsis spp.,0.379,Moderate
2026-05-25 00:00:00,Ratnapura,31.62,70.49,0.0,8.86,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.555,Low
2026-05-25 01:00:00,Ratnapura,29.44,81.49,2.25,11.04,Brown Blight,Colletotrichum / Glomerella spp.,1.0,Moderate
2026-05-25 02:00:00,Ratnapura,26.31,81.47,0.0,9.46,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-05-25 03:00:00,Ratnapura,24.61,87.2,2.9,11.26,Brown Blight,Colletotrichum / Glomerella spp.,0.984,Moderate
2026-05-25 04:00:00,Ratnapura,26.88,85.47,1.44,13.62,Brown Blight,Colletotrichum / Glomerella spp.,1.0,Moderate
2026-05-25 05:00:00,Ratnapura,23.89,86.98,2.23,13.56,Brown Blight,Colletotrichum / Glomerella spp.,0.956,Moderate
2026-05-25 06:00:00,Ratnapura,28.0,96.96,7.13,16.17,Brown Blight,Colletotrichum / Glomerella spp.,1.0,High
2026-05-25 07:00:00,Ratnapura,24.85,79.32,0.0,13.61,Brown Blight,Colletotrichum / Glomerella spp.,0.967,Moderate
2026-05-25 08:00:00,Ratnapura,24.51,92.77,4.38,11.33,Brown Blight,Colletotrichum / Glomerella spp.,0.98,Moderate
2026-05-25 09:00:00,Ratnapura,24.15,75.15,0.0,17.31,Brown Blight,Colletotrichum / Glomerella spp.,0.772,High
2026-05-25 10:00:00,Ratnapura,26.08,79.44,0.27,9.52,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.978,Low
2026-05-25 11:00:00,Ratnapura,26.09,82.83,0.0,3.34,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,1.0,Low
2026-05-25 12:00:00,Ratnapura,27.65,77.56,0.0,13.14,Brown Blight,Colletotrichum / Glomerella spp.,0.902,Moderate
2026-05-25 13:00:00,Ratnapura,27.98,72.72,2.91,13.3,Brown Blight,Colletotrichum / Glomerella spp.,0.709,Moderate
2026-05-25 14:00:00,Ratnapura,32.04,65.0,0.0,12.73,Brown Blight,Colletotrichum / Glomerella spp.,0.318,Moderate
2026-05-25 15:00:00,Ratnapura,28.44,68.76,0.0,12.95,Brown Blight,Colletotrichum / Glomerella spp.,0.55,Moderate
2026-05-25 16:00:00,Ratnapura,28.46,68.7,0.0,6.08,Brown Blight (dormant/low risk),Colletotrichum / Glomerella spp.,0.548,Low
